STATE,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
KARNATAKA,TUMKUR,2001,80,6,21,10,27,389,234,26,69,1099,28,53,4,1738,4141
KARNATAKA,UDUPI,2001,16,2,2,1,12,112,107,15,5,304,0,16,6,1231,1959
KARNATAKA,UTTAR KANNADA,2001,17,4,5,1,5,81,118,11,4,437,3,27,0,1474,2319
KERALA,ALAPUZHA,2001,22,21,8,2,18,195,419,152,35,1373,1,162,0,4516,7319
KERALA,CBCID,2001,22,2,2,1,1,5,6,37,1,5,0,0,0,15,250
KERALA,ERNAKULAM,2001,44,38,20,25,80,1264,626,267,25,1756,3,162,0,9669,14843
KERALA,IDUKKI,2001,33,34,0,3,16,254,301,78,10,1726,0,145,0,2352,5421
KERALA,KANNUR,2001,26,42,12,1,18,213,831,183,6,1175,0,77,0,2776,5888
KERALA,KASARGOD,2001,18,28,4,32,9,145,683,55,0,627,0,0,0,1277,3116
KERALA,KOLLAM,2001,41,55,16,13,62,291,575,120,63,2398,3,235,0,4645,9282
KERALA,KOTTAYAM,2001,34,22,18,2,54,373,347,252,17,1763,2,125,0,3602,7082
KERALA,KOZHIKODE,2001,34,39,12,28,15,428,1127,302,391,1035,2,118,0,4012,8394
KERALA,MALAPPURAM,2001,23,71,17,6,11,340,663,211,30,1119,3,92,0,4011,7428
KERALA,PALAKKAD,2001,45,63,14,11,30,315,608,159,67,1629,5,112,0,2749,6516
KERALA,PATHANAMTHITTA,2001,20,12,0,1,7,129,224,65,29,970,0,90,0,2266,4100
KERALA,RAILWAYS,2001,0,1,0,0,2,197,39,1,0,9,0,0,0,39,289
KERALA,THRISSUR,2001,42,42,18,14,82,516,577,390,4,1329,2,223,0,6456,10465
KERALA,TRIVANDRUM,2001,53,57,41,32,104,636,892,394,77,2436,6,345,0,5336,11368
KERALA,WAYANADU,2001,15,35,1,5,8,140,190,90,13,479,0,56,0,823,2086
MADHYA PRADESH,BALAGHAT,2001,56,87,11,0,7,226,42,10,18,568,3,157,51,1310,2925
MADHYA PRADESH,BARWANI,2001,41,34,2,2,18,237,35,5,10,795,5,81,71,473,2008
MADHYA PRADESH,BETUL,2001,56,95,19,0,18,246,9,15,16,521,7,135,59,1112,2637
MADHYA PRADESH,BHIND,2001,63,31,47,3,28,283,99,28,17,851,34,80,88,1313,3361
MADHYA PRADESH,BHOPAL,2001,61,106,55,8,99,1351,77,192,8,652,15,252,272,9372,13708
MADHYA PRADESH,BHOPAL RLY.,2001,5,1,2,1,25,705,3,8,0,1,0,10,2,257,1036
MADHYA PRADESH,CHHATARPUR,2001,54,65,28,4,42,163,104,36,20,445,20,193,96,1718,3361
MADHYA PRADESH,CHHINDWARA,2001,78,93,18,0,18,239,26,67,26,1085,10,203,98,1335,3672
MADHYA PRADESH,DAMOH,2001,43,66,18,3,24,188,54,18,32,1042,28,189,0,920,2879
MADHYA PRADESH,DATIYA,2001,53,12,25,3,26,103,30,8,9,424,8,57,38,908,1866
MADHYA PRADESH,DEWAS,2001,50,78,20,10,67,677,119,22,39,508,15,279,107,2376,5039
MADHYA PRADESH,DHAR,2001,89,68,22,6,35,651,48,25,28,635,41,168,0,2558,4910
MADHYA PRADESH,DINDORI,2001,13,20,2,0,2,44,6,6,4,119,0,53,14,467,821
MADHYA PRADESH,GUNA,2001,71,124,17,9,50,350,171,27,35,1602,7,317,116,2438,6001
MADHYA PRADESH,GWALIOR,2001,84,59,46,4,144,925,170,81,25,1084,20,139,189,2680,6846
MADHYA PRADESH,HARDA,2001,14,28,2,1,3,74,23,9,8,109,9,35,0,349,746
MADHYA PRADESH,HOSHANGABAD,2001,53,65,16,0,31,286,33,25,13,479,9,109,0,1240,2741
MADHYA PRADESH,INDORE,2001,111,84,50,5,112,2708,129,149,29,1306,25,215,269,6567,13063
MADHYA PRADESH,INDORE RLY.,2001,6,2,0,0,7,193,2,5,0,14,0,5,0,108,353
MADHYA PRADESH,JABALPUR,2001,103,108,33,0,126,887,112,40,15,2024,28,264,186,3468,8333
MADHYA PRADESH,JABALPUR RLY.,2001,3,0,0,0,15,221,1,2,0,14,1,4,0,95,359
MADHYA PRADESH,JHABUA,2001,124,44,83,5,20,269,74,10,45,634,5,127,0,1653,3416
MADHYA PRADESH,KATNI,2001,51,25,9,0,29,239,33,26,8,816,11,106,64,590,2285
MADHYA PRADESH,KHANDWA,2001,41,63,14,5,11,290,64,44,9,84,11,184,58,2602,3911
MADHYA PRADESH,KHARGON,2001,47,47,15,5,21,533,80,16,17,540,5,164,3,1714,3499
MADHYA PRADESH,MANDLA,2001,35,64,9,2,11,116,18,29,15,444,4,151,40,914,2122
MADHYA PRADESH,MANDSAUR,2001,28,41,15,3,32,444,56,27,27,345,4,102,76,1128,2616
MADHYA PRADESH,MORENA,2001,63,35,35,16,76,564,198,13,19,929,29,77,111,2539,5229
MADHYA PRADESH,NARSINGHPUR,2001,38,70,7,1,11,149,32,10,24,832,22,156,51,680,2311
MADHYA PRADESH,NEEMUCH,2001,17,37,16,5,15,376,65,32,18,391,1,83,51,773,2208
MADHYA PRADESH,PANNA,2001,24,44,11,1,10,99,54,10,11,62,19,104,26,1240,1921
MADHYA PRADESH,RAISEN,2001,39,79,11,5,27,187,59,7,18,460,20,194,10,1601,3009
MADHYA PRADESH,RAJGARH,2001,42,95,12,4,35,218,161,13,51,538,7,196,93,1967,3718
MADHYA PRADESH,RATLAM,2001,58,70,21,5,54,468,42,37,17,448,4,125,69,1530,3342
MADHYA PRADESH,REWA,2001,53,31,26,6,67,410,149,23,31,445,18,105,127,2291,4603
MADHYA PRADESH,SAGAR,2001,84,141,30,4,53,497,151,56,51,2669,29,509,106,2553,7681
MADHYA PRADESH,SATNA,2001,49,58,16,3,52,495,87,12,34,822,19,157,125,2121,4763
MADHYA PRADESH,SEONI,2001,40,52,3,1,6,161,49,19,7,344,10,106,73,1065,2143
MADHYA PRADESH,SHAHDOL,2001,57,63,13,2,34,390,44,19,26,433,9,216,0,2252,4162
MADHYA PRADESH,SHAJAPUR,2001,42,90,13,1,47,588,92,28,35,744,8,153,59,1328,3663
MADHYA PRADESH,SHEOPUR,2001,24,21,18,4,10,94,38,8,4,321,6,52,15,327,1053
MADHYA PRADESH,SHIVPURI,2001,88,72,20,5,48,255,140,27,38,792,14,172,162,2101,4321
MADHYA PRADESH,SIDHI,2001,36,42,33,9,15,346,33,25,23,561,27,105,89,1753,3508
MADHYA PRADESH,SIHORE,2001,35,59,29,1,19,364,53,26,23,331,5,130,68,1755,3389
MADHYA PRADESH,TIKAMGARH,2001,53,86,7,6,46,172,90,12,26,878,15,177,64,1212,3078
MADHYA PRADESH,UJJAIN,2001,84,59,44,6,79,1387,133,64,38,744,7,161,52,3623,7641
MADHYA PRADESH,UMARIYA,2001,19,25,3,2,19,127,30,16,12,130,2,61,0,1231,1849
MADHYA PRADESH,VIDISHA,2001,47,112,10,0,20,268,77,26,35,880,13,245,49,1536,3635
MAHARASHTRA,AHMEDNAGAR,2001,97,44,37,20,104,715,266,59,44,575,0,74,479,975,4391
MAHARASHTRA,AKOLA,2001,64,15,15,9,41,735,99,59,48,836,2,109,116,1306,4020
MAHARASHTRA,AMRAVATI COMMR.,2001,44,23,27,10,48,812,95,41,15,429,10,43,60,796,2837
MAHARASHTRA,AMRAVATI RURAL,2001,72,42,29,1,36,1031,112,31,23,884,4,99,126,640,3655
MAHARASHTRA,AURANGABAD COMMR.,2001,36,14,19,3,40,503,130,108,3,371,4,33,109,569,2351
MAHARASHTRA,AURANGABAD RURAL,2001,61,28,16,14,49,273,139,35,24,780,6,53,172,580,2708
MAHARASHTRA,BEED,2001,68,22,25,16,62,499,272,41,38,1012,2,78,174,820,3644
MAHARASHTRA,BHANDARA,2001,32,39,4,2,15,402,63,19,55,392,5,71,90,733,2252
MAHARASHTRA,BULDHANA,2001,49,22,22,11,27,749,246,46,69,753,35,118,155,877,3701
MAHARASHTRA,CHANDRAPUR,2001,49,43,10,8,36,572,110,35,39,538,2,102,180,922,3123
MAHARASHTRA,DHULE,2001,48,16,6,7,13,360,86,36,22,338,6,17,189,616,2040
MAHARASHTRA,GADCHIROLI,2001,47,27,7,11,15,124,28,12,51,246,0,55,49,461,1364
MAHARASHTRA,GONDIA,2001,41,23,17,4,13,326,20,30,20,328,4,85,94,617,2006
MAHARASHTRA,HINGOLI,2001,36,20,9,4,39,241,96,20,33,471,2,44,61,473,1841
MAHARASHTRA,JALGAON,2001,83,19,16,16,30,557,157,119,22,721,5,76,259,1186,4014
MAHARASHTRA,JALNA,2001,43,16,12,13,46,345,120,38,38,675,5,56,109,587,2529
MAHARASHTRA,KOLHAPUR,2001,54,26,21,11,32,561,129,71,20,516,19,46,279,915,3162
MAHARASHTRA,LATUR,2001,42,7,22,3,31,281,211,45,28,992,38,50,134,805,3044
MAHARASHTRA,MUMBAI,2001,295,127,148,61,406,11564,196,1270,6,3845,18,274,709,6095,28968
MAHARASHTRA,MUMBAI RLY.,2001,12,2,1,0,29,1756,13,34,0,30,0,5,2,97,2023
MAHARASHTRA,NAGPUR COMMR.,2001,112,39,64,14,171,2666,235,263,15,1078,7,75,223,3076,9912
MAHARASHTRA,NAGPUR RLY.,2001,12,2,0,6,20,762,18,7,2,29,2,4,3,170,1056
MAHARASHTRA,NAGPUR RURAL,2001,101,81,23,7,58,1074,180,37,81,1050,3,131,254,1574,5680
MAHARASHTRA,NANDED,2001,80,23,41,21,93,539,217,128,67,1480,21,85,127,1655,5348
MAHARASHTRA,NANDURBAR,2001,44,16,6,4,5,132,80,13,4,240,2,27,59,268,1079
MAHARASHTRA,NASIK COMMR.,2001,25,9,14,7,16,529,139,61,19,245,3,19,138,572,2195
MAHARASHTRA,NASIK RURAL,2001,92,39,17,40,36,447,518,54,69,926,7,74,495,1297,4880
MAHARASHTRA,NAVI MUMBAI,2001,34,17,19,15,62,893,80,148,3,354,5,23,228,617,3063
MAHARASHTRA,OSMANABAD,2001,48,16,8,8,29,349,101,34,26,903,2,52,171,626,2702
MAHARASHTRA,PARBHANI,2001,49,25,22,5,43,230,148,42,31,994,1,57,70,440,2475
MAHARASHTRA,PUNE COMMR.,2001,71,56,46,14,98,2508,903,347,16,1004,2,54,300,2275,8936
MAHARASHTRA,PUNE RLY.,2001,4,0,0,1,4,302,3,3,0,10,0,3,0,52,386
MAHARASHTRA,PUNE RURAL,2001,119,42,24,23,70,635,150,46,28,517,5,64,698,1379,4380
MAHARASHTRA,RAIGAD,2001,53,20,8,13,27,296,104,44,10,276,1,29,275,764,2218
MAHARASHTRA,RATNAGIRI,2001,17,10,8,3,14,256,69,20,17,232,0,32,119,429,1431
MAHARASHTRA,SANGLI,2001,85,32,18,8,27,515,128,55,47,566,12,54,263,787,2999
MAHARASHTRA,SATARA,2001,57,32,12,6,20,464,93,91,24,487,13,49,387,1210,3465
MAHARASHTRA,SINDHUDURG,2001,14,7,2,1,4,106,17,13,11,171,0,20,66,225,821
MAHARASHTRA,SOLAPUR COMMR.,2001,30,16,15,7,32,306,70,49,3,230,6,15,82,449,1567
MAHARASHTRA,SOLAPUR RURAL,2001,101,35,23,19,29,365,162,30,29,637,6,40,384,967,3145
MAHARASHTRA,THANE COMMR.,2001,133,39,62,27,146,1774,223,477,4,1285,6,69,251,624,6616
MAHARASHTRA,THANE RURAL,2001,140,65,28,40,53,523,148,83,30,635,6,76,475,741,3780
MAHARASHTRA,WARDHA,2001,60,35,12,6,20,592,174,29,27,757,9,98,139,1051,3443
MAHARASHTRA,WASHIM,2001,29,15,13,7,17,409,65,5,22,396,10,60,61,441,1826
MAHARASHTRA,YAVATMAL,2001,56,56,37,3,33,788,106,45,25,978,12,125,179,1204,4157
MANIPUR,BISHNUPUR,2001,29,1,3,3,2,11,11,3,7,21,0,0,0,98,226
MANIPUR,CHANDEL,2001,7,0,1,16,4,1,0,1,1,13,0,0,0,20,74
MANIPUR,CHURACHANDPUR,2001,35,1,0,0,0,12,0,3,3,3,0,0,0,47,132
MANIPUR,IMPHAL(EAST),2001,29,7,13,0,1,28,24,16,8,26,0,2,0,128,337
MANIPUR,IMPHAL(WEST),2001,44,7,48,1,2,121,83,25,27,75,0,17,1,521,1084
MANIPUR,SENAPATI,2001,27,0,6,0,1,9,2,1,2,1,0,0,0,111,176
MANIPUR,TAMENGLONG,2001,2,0,0,0,0,4,0,0,3,2,0,0,1,0,14
MANIPUR,THOUBAL,2001,32,4,22,0,6,20,11,17,13,56,0,1,5,156,403
MANIPUR,UKHRUL,2001,4,0,1,0,3,11,0,0,0,4,0,1,0,16,43
MEGHALAYA,GARO HILLS EAST,2001,16,2,5,7,14,16,1,1,1,12,0,2,0,39,134
MEGHALAYA,GARO HILLS SOUTH,2001,6,1,2,3,4,8,1,0,0,2,0,0,0,16,49
MEGHALAYA,GARO HILLS WEST,2001,19,5,14,9,4,30,3,4,3,24,0,8,0,74,235
MEGHALAYA,JAINTIA HILLS,2001,35,7,6,17,7,30,1,2,2,21,0,3,0,70,214
MEGHALAYA,KHASI HILLS EAST,2001,50,5,20,27,68,142,2,18,19,30,0,8,0,207,754
MEGHALAYA,KHASI HILLS WEST,2001,16,4,0,19,16,23,0,1,0,3,0,2,0,39,125
MEGHALAYA,RI-BHOI,2001,22,2,8,15,12,22,0,3,1,10,0,2,0,66,176
MIZORAM,AIZAWL,2001,12,26,0,0,8,562,1,45,16,39,0,13,12,94,1126
MIZORAM,CHAMPHAI,2001,2,7,1,0,0,51,0,8,1,15,0,7,0,69,203
MIZORAM,KOLASIB,2001,3,6,0,0,0,83,1,5,6,11,0,15,7,53,216
MIZORAM,LAWNGTLAI,2001,2,2,0,1,0,25,0,2,1,5,0,0,0,112,160
MIZORAM,LUNGLEI,2001,5,3,0,1,0,120,0,5,0,5,0,11,0,27,229
MIZORAM,MAMIT,2001,4,0,0,1,13,12,1,0,0,2,0,0,0,20,74
MIZORAM,SAIHA,2001,2,3,0,0,1,0,0,6,0,9,0,6,0,124,182
MIZORAM,SERCHHIP,2001,1,5,1,0,1,25,0,0,0,8,0,0,4,0,56
NAGALAND,DIMAPUR,2001,36,4,13,4,89,114,0,7,0,10,0,0,14,99,464
NAGALAND,KIPHIRE,2001,1,0,0,0,0,5,0,0,0,0,0,0,0,10,18
NAGALAND,KOHIMA,2001,25,6,3,2,19,66,0,16,0,6,0,6,0,131,335
NAGALAND,MOKOKCHUNG,2001,12,1,1,1,5,12,0,3,1,5,0,0,0,32,93
NAGALAND,MON,2001,3,2,2,1,5,6,0,2,0,6,0,0,3,9,57
NAGALAND,PEREN,2001,0,0,0,0,1,4,0,1,0,0,0,0,0,11,28
NAGALAND,PHEK,2001,7,1,2,2,2,7,0,0,0,5,0,0,0,12,51
NAGALAND,TUENSANG,2001,1,0,0,1,2,5,0,2,0,0,0,0,0,18,41
NAGALAND,WOKHA,2001,12,1,2,0,3,28,2,1,0,5,0,0,2,23,93
NAGALAND,ZUNHEBOTO,2001,4,2,0,0,3,11,0,2,0,0,0,0,0,18,54
ODISHA,ANGUL,2001,39,33,5,3,19,175,62,26,22,127,8,90,184,488,1461
ODISHA,BALASORE,2001,17,58,37,12,43,164,76,27,26,173,36,92,0,1305,2341
ODISHA,BARAGARH,2001,23,19,8,0,25,146,80,16,12,38,0,41,83,580,1244
ODISHA,BERHAMPUR,2001,23,10,13,7,54,143,41,19,14,235,4,41,31,418,1270
ODISHA,BHADRAK,2001,27,35,20,2,16,93,53,11,10,36,23,29,45,770,1354
ODISHA,BOLANGIR,2001,32,19,16,3,20,112,51,38,10,223,4,91,0,554,1323
ODISHA,BOUDH,2001,9,6,5,0,5,39,24,4,20,35,1,21,9,196,415
ODISHA,CUTTACK,2001,35,34,43,21,121,738,33,105,28,0,39,42,0,2416,4258
ODISHA,DEOGARH,2001,16,8,4,3,7,22,17,2,2,160,2,33,15,37,363
ODISHA,DHENKANAL,2001,25,15,14,2,26,84,55,18,20,54,14,82,52,571,1156
ODISHA,GAJAPATI,2001,19,10,5,2,1,40,16,13,5,16,1,13,27,233,433
ODISHA,GANJAM,2001,58,22,14,8,31,124,64,14,30,170,1,102,187,750,1790
ODISHA,JAGATSINGHPUR,2001,26,12,21,9,31,136,23,7,8,115,16,13,32,728,1314
ODISHA,JAJPUR,2001,21,24,14,2,30,129,21,9,8,223,16,16,85,758,1522
ODISHA,JHARSUGUDA,2001,15,12,5,4,12,81,6,11,4,45,4,39,133,280,750
ODISHA,KALAHANDI,2001,29,30,17,1,34,75,91,12,3,95,0,22,31,701,1269
ODISHA,KANDHAMAL,2001,24,34,25,2,19,115,44,8,14,368,4,95,2,104,1000
ODISHA,KENDRAPARA,2001,24,11,15,4,21,78,16,10,12,37,24,66,85,320,1057
ODISHA,KEONJHAR,2001,62,38,19,4,16,154,55,17,24,44,4,127,0,1170,1922
ODISHA,KHURDA,2001,46,65,39,24,151,953,86,126,31,1248,11,28,161,1329,5076
ODISHA,KORAPUT,2001,39,38,13,4,16,153,64,31,8,82,7,56,0,655,1563
ODISHA,MALKANGIR,2001,36,14,6,10,8,42,23,6,5,70,0,27,14,165,496
ODISHA,MAYURBHANJ,2001,74,77,31,16,39,199,44,22,19,18,19,141,97,975,2029
ODISHA,NAYAGARH,2001,26,17,23,3,19,60,37,9,15,71,14,11,35,417,852
ODISHA,NOWRANGPUR,2001,19,13,11,13,14,83,74,3,24,27,0,41,0,272,687
ODISHA,NUAPADA,2001,13,9,4,0,11,44,22,5,4,12,0,16,12,267,466
ODISHA,PURI,2001,25,41,32,11,33,236,38,24,19,88,29,13,69,1271,2202
ODISHA,RAYAGADA,2001,35,9,6,4,3,64,64,11,9,14,1,33,30,478,850
ODISHA,ROURKELA,2001,20,12,6,7,21,209,11,21,2,61,2,35,0,616,1213
ODISHA,SAMBALPUR,2001,39,18,13,9,50,303,56,25,7,94,0,82,88,1032,2159
ODISHA,SONEPUR,2001,9,8,4,0,6,35,17,9,3,27,6,28,19,202,444
ODISHA,SRP(CUTTACK),2001,3,1,5,2,8,287,1,2,0,24,0,5,1,101,461
ODISHA,SRP(ROURKELA),2001,7,2,3,2,10,135,7,1,0,6,0,2,0,81,269
ODISHA,SUNDARGARH,2001,72,36,26,5,38,171,54,19,5,331,4,82,62,570,1652
PUNJAB,AMRITSAR,2001,36,9,34,0,6,141,0,121,6,170,7,9,80,315,1244
PUNJAB,BARNALA,2001,15,12,16,0,0,39,0,48,5,71,6,13,51,134,501
PUNJAB,BATALA,2001,18,8,6,1,2,26,0,44,1,99,6,1,41,70,393
PUNJAB,BHATINDA,2001,25,13,15,2,1,94,0,164,0,242,4,15,3,295,1080
PUNJAB,FARIDKOT,2001,12,6,11,3,1,56,0,46,6,133,4,11,0,107,463
PUNJAB,FATEHGARH SAHIB,2001,16,11,12,0,5,62,0,44,2,96,4,4,117,211,671
PUNJAB,FEROZEPUR,2001,50,22,12,0,5,115,0,87,5,335,11,17,113,141,1110
PUNJAB,G.R.P,2001,10,0,0,0,3,41,0,81,0,4,3,1,0,306,482
PUNJAB,GURDASPUR,2001,22,12,17,1,4,38,0,31,1,93,6,4,95,180,580
PUNJAB,HOSHIARPUR,2001,47,19,20,7,10,119,0,120,7,257,12,13,158,265,1237
PUNJAB,JAGRAON,2001,27,19,19,1,5,90,0,29,2,105,7,3,60,151,633
PUNJAB,JALANDHAR,2001,74,21,70,1,6,290,0,271,10,326,17,16,155,756,2461
PUNJAB,KAPURTHALA,2001,20,8,17,2,5,64,0,140,2,88,2,20,63,204,755
PUNJAB,KHANNA,2001,17,6,4,1,6,44,1,36,2,76,4,0,88,127,486
PUNJAB,LUDHIANA,2001,74,38,88,6,23,624,0,437,3,258,11,46,208,1311,3785
PUNJAB,MAJITHA,2001,26,9,10,0,1,31,0,37,0,106,9,8,83,107,500
PUNJAB,MANSA,2001,25,6,5,1,0,42,0,36,2,133,2,3,0,108,425
PUNJAB,MOGA,2001,23,11,14,7,6,64,0,49,0,238,6,8,70,125,754
PUNJAB,MUKTSAR,2001,19,3,3,1,1,49,0,36,0,102,1,2,46,69,432
PUNJAB,NAWAN SHAHR,2001,17,11,13,2,5,57,0,80,0,155,4,8,48,120,612
PUNJAB,PATIALA,2001,56,23,60,2,16,583,0,404,0,431,10,128,300,3173,5973
PUNJAB,ROPAR,2001,26,6,24,0,1,129,0,111,5,132,5,13,207,480,1278
PUNJAB,SANGRUR,2001,46,15,28,4,13,157,0,111,4,222,10,18,101,336,1285
PUNJAB,TARN TARAN,2001,37,10,15,3,6,68,0,58,0,124,8,11,67,113,634
RAJASTHAN,AJMER,2001,39,16,133,8,46,748,112,314,27,136,12,95,339,3848,6618
RAJASTHAN,ALWAR,2001,85,34,119,1,52,964,445,363,44,2007,43,124,233,1862,7023
RAJASTHAN,BANSWARA,2001,40,90,61,4,23,118,427,54,51,1452,10,112,56,726,3508
RAJASTHAN,BARAN,2001,36,81,96,0,32,365,167,102,47,288,3,219,50,2398,4333
RAJASTHAN,BARMER,2001,11,13,21,0,12,185,67,62,21,825,13,71,61,819,2369
RAJASTHAN,BHARATPUR,2001,75,48,126,3,41,808,445,304,59,1166,24,77,135,3478,7291
RAJASTHAN,BHILWARA,2001,34,42,223,2,49,787,257,354,37,491,5,126,172,2973,6335
RAJASTHAN,BIKANER,2001,21,35,36,1,4,431,108,195,26,961,13,53,102,1519,3952
RAJASTHAN,BUNDI,2001,33,36,120,4,33,391,229,106,39,1067,2,164,76,1293,4078
RAJASTHAN,CHITTORGARH,2001,41,67,206,5,47,730,507,283,59,2521,7,112,127,1452,7062
RAJASTHAN,CHURU,2001,26,24,26,0,11,210,198,143,24,819,8,73,65,893,2880
RAJASTHAN,DAUSA,2001,28,9,40,3,14,380,717,102,18,138,8,31,140,1669,3546
RAJASTHAN,DHOLPUR,2001,42,24,43,2,27,240,552,64,19,1113,21,34,58,588,3096
RAJASTHAN,DUNGARPUR,2001,31,17,54,0,8,74,207,40,25,340,3,56,80,897,1997
RAJASTHAN,G.R.P.,2001,3,1,7,0,12,584,16,7,2,6,0,14,0,285,962
RAJASTHAN,GANGANAGAR,2001,51,55,79,2,14,408,36,396,11,1107,13,118,135,2399,5610
RAJASTHAN,HANUMANGARH,2001,56,35,49,2,12,348,135,290,25,748,20,98,91,1498,3956
RAJASTHAN,JAIPUR,2001,91,61,247,7,79,3207,3181,1103,63,1528,29,179,749,8173,20604
RAJASTHAN,JAISALMER,2001,9,2,8,0,4,142,28,30,6,413,3,21,27,249,1020
RAJASTHAN,JALORE,2001,17,10,32,2,11,156,44,67,34,66,12,61,53,1690,2507
RAJASTHAN,JHALAWAR,2001,38,65,89,2,45,383,206,95,55,1046,8,144,61,712,3533
RAJASTHAN,JHUNJHUNU,2001,37,19,45,3,6,392,262,129,35,95,0,50,91,2599,4102
RAJASTHAN,JODHPUR,2001,30,20,78,1,43,831,172,450,37,2733,12,128,193,1057,6535
RAJASTHAN,KARAULI,2001,35,21,72,0,12,298,134,63,15,22,10,37,60,1979,2908
RAJASTHAN,KOTA,2001,58,50,146,2,86,1213,229,308,43,1175,17,203,119,2593,7383
RAJASTHAN,NAGAUR,2001,48,22,59,2,23,407,57,164,27,523,14,65,91,2655,4575
RAJASTHAN,PALI,2001,43,25,77,0,14,294,138,185,36,53,15,115,132,2999,4640
RAJASTHAN,RAJSAMAND,2001,15,13,63,2,7,191,303,118,27,1043,6,40,99,721,2872
RAJASTHAN,SAWAI MADHOPUR,2001,23,19,62,1,31,310,180,125,19,31,6,49,44,1962,3094
RAJASTHAN,SIKAR,2001,46,13,48,0,14,379,941,207,64,522,15,28,159,1517,4333
RAJASTHAN,SIROHI,2001,31,22,24,0,16,122,104,73,14,536,8,29,101,798,2185
RAJASTHAN,TONK,2001,19,17,68,1,19,298,175,117,32,1524,7,84,88,1120,3913
RAJASTHAN,UDAIPUR,2001,67,43,161,0,42,545,435,231,51,990,9,68,234,2926,6365
SIKKIM,EAST,2001,13,7,4,0,2,50,1,10,1,21,0,0,3,87,279
SIKKIM,NORTH,2001,1,0,0,0,0,3,0,3,0,4,0,0,1,22,36
SIKKIM,SOUTH,2001,4,1,1,0,0,9,0,0,0,4,0,0,1,41,79
SIKKIM,WEST,2001,1,0,1,0,1,12,2,0,0,6,0,0,2,16,50
TAMIL NADU,ARIYALUR,2001,24,6,25,0,3,124,101,22,17,495,3,38,60,741,1754
TAMIL NADU,CHENGAI,2001,78,20,8,9,52,933,119,96,0,699,16,58,521,3793,7035
TAMIL NADU,CHENNAI,2001,91,28,40,12,127,2167,105,600,0,813,13,70,675,1239,7292
TAMIL NADU,CHENNAI RLY.,2001,5,0,0,1,8,154,15,7,0,24,0,5,0,271,493
TAMIL NADU,COIMBATORE RURAL,2001,77,18,38,11,41,1008,455,102,30,1044,16,75,672,5015,9115
TAMIL NADU,COIMBATORE URBAN,2001,16,4,14,4,15,952,79,110,1,152,5,19,187,1643,3490
TAMIL NADU,CUDDALORE,2001,60,16,21,4,33,547,250,11,50,767,9,137,343,5342,8018
TAMIL NADU,DHARMAPURI,2001,88,17,35,7,22,427,433,33,74,841,6,65,370,2371,5123
TAMIL NADU,DINDIGUL,2001,72,14,49,4,13,479,69,24,29,467,8,48,317,2788,4657
TAMIL NADU,ERODE,2001,63,9,45,10,13,662,63,85,39,2767,4,72,479,1988,6631
TAMIL NADU,KANCHIPURAM,2001,45,21,13,8,10,494,81,19,32,337,6,30,0,4432,5840
TAMIL NADU,KANYAKUMARI,2001,33,6,13,1,4,260,10,16,18,1125,5,27,0,1703,3732
TAMIL NADU,KARUR,2001,28,4,11,4,9,226,30,15,14,194,2,21,192,1417,2245
TAMIL NADU,MADURAI RURAL,2001,64,13,30,13,42,351,286,59,34,2070,5,52,264,1302,4877
TAMIL NADU,MADURAI URBAN,2001,34,2,26,5,33,803,90,296,4,308,12,20,109,2066,4161
TAMIL NADU,NAGAPATTINAM,2001,36,12,29,1,2,318,51,15,75,1273,4,55,137,1522,3724
TAMIL NADU,NAMAKKAL,2001,36,7,16,1,6,153,56,15,10,1544,4,39,297,353,2659
TAMIL NADU,NILGIRIS,2001,16,8,5,0,5,102,39,10,0,206,2,6,31,752,1330
TAMIL NADU,PERAMBALUR,2001,10,3,13,3,2,47,56,27,10,340,0,18,79,420,1100
TAMIL NADU,PUDUKOTTAI,2001,30,5,27,2,5,238,198,8,23,254,2,32,166,2281,3416
TAMIL NADU,RAMNATHAPURAM,2001,33,13,26,3,4,172,205,24,28,531,4,59,120,1820,3234
TAMIL NADU,SALEM RURAL,2001,78,8,35,3,8,192,170,5,34,890,8,53,367,2248,4225
TAMIL NADU,SALEM URBAN,2001,12,2,10,3,20,467,42,49,0,163,3,7,122,827,1846
TAMIL NADU,SIVAGANGAI,2001,26,5,16,4,10,328,88,22,34,959,4,17,124,1162,3030
TAMIL NADU,THANJAVUR,2001,49,0,55,3,16,435,150,33,26,792,0,53,299,1263,3506
TAMIL NADU,THENI,2001,16,4,18,5,9,240,69,58,9,842,4,29,120,1097,2646
TAMIL NADU,THIRUNELVELI RURAL,2001,74,57,66,3,27,560,97,51,102,835,3,155,212,3572,6350
TAMIL NADU,THIRUNELVELI URBAN,2001,12,3,15,2,10,227,8,5,4,71,0,2,56,996,1569
TAMIL NADU,THIRUVALLUR,2001,34,16,24,2,11,226,201,28,28,329,6,70,196,2094,3468
TAMIL NADU,THIRUVANNAMALAI,2001,44,5,40,1,14,402,218,30,14,693,1,53,198,2806,4749
